	ID	miRNA_ID	SPOT_ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
hsa-miR-187	hsa-miR-187	hsa-miR-187		-7.63554773011111	-7.63554773011111	-45.2831536414717	1.8257472805710397e-13	4.4593473401558296e-13	21.2375940655907
hsa-miR-22*	hsa-miR-22*	hsa-miR-22*		-2.51525012544444	-2.51525012544444	-17.5081862377201	1.9979102542103002e-13	4.83704587861441e-13	20.626807861998397
hsa-miR-92a-1*	hsa-miR-92a-1*	hsa-miR-92a-1*		-4.29978946311111	-4.29978946311111	-17.2992957744968	2.4932320532345197e-13	5.98375692776285e-13	20.397474895189898
hsa-miR-574-3p	hsa-miR-574-3p	hsa-miR-574-3p		-2.01307184478571	-2.01307184478571	-21.367757042891103	5.756407648298051e-13	1.29168171620347e-12	19.9831034544712
hsa-miR-886-3p	hsa-miR-886-3p	hsa-miR-886-3p		-7.2777290824000005	-7.2777290824000005	-32.7269484624118	8.8358103446479e-13	1.93546321835145e-12	19.921761690996302
hsa-miR-181a*	hsa-miR-181a*	hsa-miR-181a*		-3.36696012538889	-3.36696012538889	-16.848299914370802	4.0548454649659895e-13	9.56527648145822e-13	19.8937409864636
hsa-miR-152	hsa-miR-152	hsa-miR-152		-2.29303739183333	-2.29303739183333	-16.7801338567376	4.36846901389103e-13	1.00474787319494e-12	19.8165575975038
hsa-miR-323-3p	hsa-miR-323-3p	hsa-miR-323-3p		-6.76436319046154	-6.76436319046154	-22.8875247076801	7.71877143731713e-13	1.7043047333596202e-12	19.8018979819859
hsa-miR-125a-5p	hsa-miR-125a-5p	hsa-miR-125a-5p		1.36235335472222	1.36235335472222	16.7424620851528	4.55260092152811e-13	1.03844450772046e-12	19.7737825029675
hsa-miR-26b	hsa-miR-26b	hsa-miR-26b		1.3434673240000001	1.3434673240000001	16.566958082044	5.524093657015799e-13	1.24971299125931e-12	19.573368070074803
hsa-miR-363	hsa-miR-363	hsa-miR-363		-2.18834240844444	-2.18834240844444	-16.5046616506796	5.919227416417089e-13	1.3175054572025099e-12	19.5017760925531
hsa-miR-550	hsa-miR-550	hsa-miR-550		-7.6920294033	-7.6920294033	-29.663885281661	2.72487927366012e-12	5.61243790694174e-12	18.822293167778803
hsa-miR-181c	hsa-miR-181c	hsa-miR-181c		-2.5363099105	-2.5363099105	-15.894119967073697	1.17938098020579e-12	2.5630641774551e-12	18.787217393392
hsa-miR-602	hsa-miR-602	hsa-miR-602		-7.09860015954546	-7.09860015954545	-25.6443119504515	3.0362339279903796e-12	6.1617688538628305e-12	18.6327061523196
hsa-miR-379	hsa-miR-379	hsa-miR-379		-5.84664806592308	-5.84664806592308	-20.8800691990378	2.8371639626348598e-12	5.80042410138682e-12	18.459424214439
hsa-miR-582-5p	hsa-miR-582-5p	hsa-miR-582-5p		-3.70730459744445	-3.7073045974444403	-15.5473312331861	1.7626393666819898e-12	3.8006911344080395e-12	18.3705642080958
hsa-miR-26a-2*	hsa-miR-26a-2*	hsa-miR-26a-2*		-8.588082568999999	-8.588082568999999	-58.4114678440907	1.81319753753635e-12	3.8793993826359105e-12	18.295711245452896
hsa-miR-138	hsa-miR-138	hsa-miR-138		-7.81132249766667	-7.81132249766667	-33.194187071011804	4.78683013736533e-12	9.57366027473065e-12	18.2879539622256
hsa-let-7e	hsa-let-7e	hsa-let-7e		-1.34990622872222	-1.34990622872222	-15.4399126487992	1.99938422307303e-12	4.24484650437043e-12	18.239865498732897
hsa-miR-34a	hsa-miR-34a	hsa-miR-34a		-2.83197068733333	-2.83197068733333	-15.3942742125445	2.10983766194442e-12	4.44515415798977e-12	18.184097612198396
hsa-miR-100	hsa-miR-100	hsa-miR-100		-6.898478484666669	-6.898478484666669	-21.9647437683419	5.22896420781815e-12	1.03085294382701e-11	17.957210209187103
hsa-miR-369-5p	hsa-miR-369-5p	hsa-miR-369-5p		-6.16578399935714	-6.16578399935714	-18.595275707072698	4.64880478750797e-12	9.365475338337221e-12	17.8192153601108
hsa-miR-449a	hsa-miR-449a	hsa-miR-449a		-8.444719733125	-8.444719733125	-38.24594558388029	8.32952115174178e-12	1.63045945948988e-11	17.6643055703087
hsa-miR-185	hsa-miR-185	hsa-miR-185		1.47346803861111	1.47346803861111	14.6663196714499	5.069141956106099e-12	1.0065346617879699e-11	17.274781255244
hsa-miR-124	hsa-miR-124	hsa-miR-124		-7.05635547669231	-7.05635547669231	-18.9922719431311	1.07938052111625e-11	2.0832798869096898e-11	17.0743909817376
hsa-miR-193a-5p	hsa-miR-193a-5p	hsa-miR-193a-5p		-8.408733380125	-8.408733380125	-34.8342131798941	2.0282432488035e-11	3.7570143400655396e-11	16.8661075616274
hsa-miR-222	hsa-miR-222	hsa-miR-222		1.9782331684999999	1.9782331684999999	14.190620225164402	9.1706135806311e-12	1.78245728750295e-11	16.6595976549766
hsa-miR-668	hsa-miR-668	hsa-miR-668		-7.59154379942857	-7.59154379942857	-44.4249570263986	1.88855902108978e-11	3.53873224037081e-11	16.6320447192588
hsa-miR-361-5p	hsa-miR-361-5p	hsa-miR-361-5p		-8.2813501105	-8.2813501105	-33.2813334747055	3.13021450829186e-11	5.72145168403015e-11	16.4672758656625
hsa-miR-1	hsa-miR-1	hsa-miR-1		-3.5828170901111096	-3.5828170901111096	-13.8134330990239	1.48490979312089e-11	2.82644898552666e-11	16.1594003073787
hsa-miR-671-5p	hsa-miR-671-5p	hsa-miR-671-5p		-5.54303909277778	-5.54303909277778	-26.5944355881251	4.8762288375438e-11	8.79633437360843e-11	16.0304555447084
hsa-miR-31*	hsa-miR-31*	hsa-miR-31*		-8.51325154733333	-8.51325154733333	-64.25746274792711	1.16545973825979e-11	2.2337978316646102e-11	16.029402954600503
hsa-miR-377	hsa-miR-377	hsa-miR-377		-5.58030566735294	-5.58030566735294	-14.2428435522482	1.8975810564307302e-11	3.53873224037081e-11	16.0059784130451
hsa-miR-411	hsa-miR-411	hsa-miR-411		-4.85557200633333	-4.85557200633333	-13.296254533622802	2.92722045944666e-11	5.38608564538185e-11	15.4548757839098
hsa-miR-146b-5p	hsa-miR-146b-5p	hsa-miR-146b-5p		-1.79005939555556	-1.79005939555556	-12.879677791203802	5.1370741522849505e-11	9.20670432487432e-11	14.870979642174198
hsa-miR-373*	hsa-miR-373*	hsa-miR-373*		-7.64148891528572	-7.64148891528571	-34.373297818765	1.6900498580086e-10	2.9522389924707197e-10	14.804507905079
hsa-miR-381	hsa-miR-381	hsa-miR-381		-6.77200007744444	-6.77200007744444	-23.3471172940274	1.89497259165038e-10	3.2688277205968996e-10	14.666130989032302
hsa-miR-452	hsa-miR-452	hsa-miR-452		-6.99125176181818	-6.99125176181818	-18.1137329945633	2.1637550945809e-10	3.7092944478529797e-10	14.2390949097143
hsa-miR-329	hsa-miR-329	hsa-miR-329		-5.43397640207143	-5.43397640207143	-14.7371288943718	1.4486196359319601e-10	2.54661795870842e-10	14.234426374565
hsa-miR-27b	hsa-miR-27b	hsa-miR-27b		2.8616280136000003	2.8616280136000003	19.7775336026876	2.74021280204112e-10	4.63986952983649e-10	14.146605973543
hsa-miR-382	hsa-miR-382	hsa-miR-382		-3.9400232427222206	-3.9400232427222206	-12.285671004804001	1.17530197607978e-10	2.0927957767614202e-10	14.011718637681902
hsa-miR-337-5p	hsa-miR-337-5p	hsa-miR-337-5p		-6.947176884222221	-6.947176884222221	-20.6436315700983	6.79569915941328e-10	1.0717788388560402e-09	13.3599245253617
hsa-miR-708	hsa-miR-708	hsa-miR-708		-7.1724442399090895	-7.1724442399090895	-16.8538642554779	5.18493477318122e-10	8.224379295390899e-10	13.3260161244497
hsa-miR-576-3p	hsa-miR-576-3p	hsa-miR-576-3p		-7.697155277142861	-7.697155277142861	-28.321737710559898	8.797149653644649e-10	1.3564320136345901e-09	13.2910591653055
hsa-miR-204	hsa-miR-204	hsa-miR-204		-7.25989215766667	-7.25989215766667	-20.4993134613893	7.30745481543604e-10	1.1459417778752e-09	13.285101808852
hsa-miR-148a	hsa-miR-148a	hsa-miR-148a		-2.0367899515	-2.0367899515	-12.6503929322825	2.89759494135518e-10	4.87644026715872e-10	13.2749095095892
hsa-miR-370	hsa-miR-370	hsa-miR-370		-4.34264831194118	-4.34264831194118	-12.1790929590447	2.66096983204857e-10	4.53350415830498e-10	13.259604699975199
hsa-miR-449b	hsa-miR-449b	hsa-miR-449b		-8.036664067333339	-8.03666406733333	-36.424961140883106	8.535452782332691e-10	1.3234747010808e-09	13.148090025945
hsa-miR-154	hsa-miR-154	hsa-miR-154		-3.79815093811111	-3.79815093811111	-11.613051737732901	3.1183104947339e-10	5.21608300937307e-10	12.998689431333899
hsa-miR-410	hsa-miR-410	hsa-miR-410		-4.6111097826875005	-4.6111097826875005	-12.430156165943801	3.83151541987155e-10	6.33232488553622e-10	12.9836868282395
hsa-miR-376b	hsa-miR-376b	hsa-miR-376b		-4.28555996572222	-4.28555996572222	-11.5312016761013	3.5217707548603697e-10	5.855474267117239e-10	12.8723796446945
hsa-miR-10b	hsa-miR-10b	hsa-miR-10b		-2.33490664705556	-2.33490664705556	-11.4262773808253	4.12017609589815e-10	6.72880829862657e-10	12.7094711262062
hsa-miR-301a	hsa-miR-301a	hsa-miR-301a		-1.6067041498333303	-1.6067041498333303	-11.4059917327385	4.24763214505781e-10	6.867738054557541e-10	12.6778457340566
hsa-miR-133a	hsa-miR-133a	hsa-miR-133a		-2.4197942406666697	-2.4197942406666697	-11.404836760828399	4.25501162075847e-10	6.867738054557541e-10	12.676043863201802
hsa-miR-30a	hsa-miR-30a	hsa-miR-30a		-1.58263694322222	-1.58263694322222	-11.3601911460689	4.5507718130770203e-10	7.26019086941767e-10	12.6062875209763
hsa-miR-433	hsa-miR-433	hsa-miR-433		-6.671837946	-6.671837946	-31.6144366042432	2.4842685677855e-09	3.68633400381075e-09	12.2434617162062
hsa-miR-22	hsa-miR-22	hsa-miR-22		-1.6718215317222198	-1.6718215317222198	-11.0096931297916	7.766520475581649e-10	1.21105065042968e-09	12.0514666930669
hsa-miR-620	hsa-miR-620	hsa-miR-620		-6.5710296702	-6.5710296702	-16.4162145953256	2.2135512583344e-09	3.3203268875015997e-09	11.966832443096301
hsa-miR-149	hsa-miR-149	hsa-miR-149		-7.86505697585714	-7.86505697585714	-23.871571036009602	3.75467048435303e-09	5.483010866039339e-09	11.884496883362699
hsa-miR-431	hsa-miR-431	hsa-miR-431		-5.2620921823	-5.2620921823	-16.2516830942626	2.47642079198398e-09	3.68633400381075e-09	11.849042815306499
hsa-miR-127-3p	hsa-miR-127-3p	hsa-miR-127-3p		-3.30713801644445	-3.3071380164444397	-10.835238558468301	1.01814759983123e-09	1.56115965307456e-09	11.7704738504307
hsa-miR-127-5p	hsa-miR-127-5p	hsa-miR-127-5p		-7.08430780425	-7.08430780425	-19.2738487008591	5.4687709967826e-09	7.944109447957879e-09	11.366469057305501
hsa-miR-589	hsa-miR-589	hsa-miR-589		-6.01850569883333	-6.01850569883333	-26.598324369629303	9.11788337112231e-09	1.31755801593181e-08	11.063551849447
hsa-miR-154*	hsa-miR-154*	hsa-miR-154*		-6.863909880125001	-6.863909880125001	-18.162292525521398	9.532113262539419e-09	1.3702412814900402e-08	10.7899451055846
hsa-miR-143	hsa-miR-143	hsa-miR-143		-1.74963292333333	-1.74963292333333	-10.2144872288388	2.7392527416639605e-09	4.03010170998403e-09	10.743588033197101
hsa-miR-326	hsa-miR-326	hsa-miR-326		-1.20996074488889	-1.20996074488889	-10.2131684241722	2.7451417444818802e-09	4.03010170998403e-09	10.7413603271626
hsa-miR-224	hsa-miR-224	hsa-miR-224		-7.722185457999999	-7.722185457999999	-32.7435923792075	1.52912236544534e-08	2.1642962710918602e-08	10.4252525601929
hsa-miR-539	hsa-miR-539	hsa-miR-539		-7.66450776733333	-7.66450776733333	-23.2535262271725	2.4997920926513597e-08	3.48455867460492e-08	10.098576400588
hsa-miR-337-3p	hsa-miR-337-3p	hsa-miR-337-3p		-7.679899067166669	-7.679899067166669	-22.770433385643702	2.9255325940300603e-08	4.01714923359352e-08	9.9447340048964
hsa-miR-622	hsa-miR-622	hsa-miR-622		-6.1037511722	-6.1037511722	-28.602959905297602	3.70526168196938e-08	5.06263477338391e-08	9.685768189740982
hsa-miR-128	hsa-miR-128	hsa-miR-128		-1.59075680211111	-1.59075680211111	-14.4866230309775	2.56154554528161e-08	3.55269633415943e-08	9.564509812195551
hsa-miR-151-5p	hsa-miR-151-5p	hsa-miR-151-5p		1.376225791	1.376225791	9.278421430232038	1.32276884109685e-08	1.88187732032335e-08	9.11101084773246
hsa-miR-873	hsa-miR-873	hsa-miR-873		-7.804960230750001	-7.804960230750001	-37.117047705447	6.646123644275791e-08	9.03610899418777e-08	8.74655033635339
hsa-miR-211	hsa-miR-211	hsa-miR-211		-8.318976879	-8.318976879	-34.6989640769848	9.669848756528561e-08	1.2955719693213e-07	8.49576793044782
hsa-miR-486-5p	hsa-miR-486-5p	hsa-miR-486-5p		-1.4424427579444399	-1.4424427579444399	-8.85194686137465	2.8065248273071898e-08	3.87300426168393e-08	8.33183017711491
hsa-miR-760	hsa-miR-760	hsa-miR-760		-7.398426486	-7.398426486	-22.7444348698801	1.65434257083088e-07	2.2057900944411696e-07	8.32393460163194
hsa-miR-29b	hsa-miR-29b	hsa-miR-29b		-1.34135722233333	-1.34135722233333	-8.36063671657393	6.868365698826799e-08	9.29249476900097e-08	7.40556388329723
hsa-miR-31	hsa-miR-31	hsa-miR-31		-6.8736664670000005	-6.8736664670000005	-19.5853620566118	4.3741476476390897e-07	5.74887976546852e-07	7.377389716565321
hsa-miR-147b	hsa-miR-147b	hsa-miR-147b		-8.3248547425	-8.3248547425	-25.5014924008793	5.35279104928435e-07	7.00175511659944e-07	7.1757737433083
hsa-miR-376c	hsa-miR-376c	hsa-miR-376c		-2.68501497355556	-2.68501497355556	-8.240935474839151	8.58224130218103e-08	1.1554627314155901e-07	7.17516070488763
hsa-miR-483-3p	hsa-miR-483-3p	hsa-miR-483-3p		-8.262005842999999	-8.262005842999999	-36.0082288074354	8.365088829985741e-07	1.07886192386732e-06	6.219499528858
U6	U6		control	4.762729280625	4.762729280625	11.342880934653099	7.19456700648818e-07	9.32253752953398e-07	6.210321610230711
hsa-miR-518c*	hsa-miR-518c*	hsa-miR-518c*		-8.160652263	-8.160652263	-28.969019823547804	2.2604437663398497e-06	2.87503446778709e-06	5.61515181228032
hsa-miR-218	hsa-miR-218	hsa-miR-218		-7.588489495333331	-7.588489495333331	-28.3308709507277	2.50242245755747e-06	3.16820457929294e-06	5.545984156307339
hsa-miR-205	hsa-miR-205	hsa-miR-205		-7.6917515053333405	-7.691751505333331	-26.8492951732761	3.19758743943286e-06	4.02983622503867e-06	5.373747122542599
hsa-miR-494	hsa-miR-494	hsa-miR-494		-8.635703876333329	-8.635703876333329	-26.1922155872069	3.5802428157191496e-06	4.49157735062947e-06	5.29173091061518
hsa-miR-139-5p	hsa-miR-139-5p	hsa-miR-139-5p		-1.4330518627222197	-1.4330518627222197	-7.26338156418729	5.68322058376042e-07	7.39890981659376e-07	5.2230205534267595
hsa-miR-409-3p	hsa-miR-409-3p	hsa-miR-409-3p		-2.92535285575	-2.92535285575	-8.3037655175292	1.09165692593755e-06	1.40138284445936e-06	5.1149768963927995
hsa-miR-363*	hsa-miR-363*	hsa-miR-363*		-7.59219193233333	-7.59219193233333	-24.397476246718696	4.9484413042775395e-06	6.17995384606607e-06	5.048014569891639
hsa-miR-376a	hsa-miR-376a	hsa-miR-376a		-2.3421273715	-2.3421273715	-6.72025392149345	1.71730878983728e-06	2.19433900923653e-06	4.0842383095772705
hsa-miR-429	hsa-miR-429	hsa-miR-429		-8.538037960499999	-8.538037960499999	-30.527703681212696	1.82513238873871e-05	2.24882383612448e-05	3.3740029715476094
hsa-miR-517c	hsa-miR-517c	hsa-miR-517c		-8.65574696	-8.65574696	-28.998302409465104	2.19331611642279e-05	2.69046776947863e-05	3.28473217186837
hsa-miR-499-5p	hsa-miR-499-5p	hsa-miR-499-5p		-8.433398359	-8.433398359	-28.179908099604503	2.42963503361772e-05	2.9671649083119106e-05	3.23255018658804
hsa-miR-299-3p	hsa-miR-299-3p	hsa-miR-299-3p		-9.009486039	-9.009486039	-24.631536537079896	3.9293361343553296e-05	4.73579376891734e-05	2.9631199668625294
hsa-miR-518f	hsa-miR-518f	hsa-miR-518f		-8.560520108	-8.560520108	-22.373733523870897	5.537322288600439e-05	6.587504101955699e-05	2.7459503823181404
hsa-miR-886-5p	hsa-miR-886-5p	hsa-miR-886-5p		-5.2738449235000004	-5.2738449235000004	-17.2761786166783	0.000139006792690913	0.000163259041628476	2.06166481886741
hsa-miR-520c-3p	hsa-miR-520c-3p	hsa-miR-520c-3p		-9.985011707	-9.985011707	-21.7588646958	0.000531322406705692	0.0006161553960116429	0.40371663289891796
hsa-miR-509-3p	hsa-miR-509-3p	hsa-miR-509-3p		-9.378458831	-9.378458831	-20.4370933902662	0.000624389937388303	0.000721052814724567	0.335465369747829
hsa-miR-623	hsa-miR-623	hsa-miR-623		-9.240208936	-9.240208936	-20.135825765571802	0.000648725667336708	0.000746034517437214	0.31842384067378804
hsa-miR-933	hsa-miR-933	hsa-miR-933		-8.892139593	-8.892139593	-19.377329535288602	0.0007161135970634	0.00082011349705186	0.272781697163618
hsa-miR-518a-3p	hsa-miR-518a-3p	hsa-miR-518a-3p		-8.851088957	-8.851088957	-19.287873933171	0.000724691461692095	0.0008265076174670179	0.267125526143925
hsa-miR-519d	hsa-miR-519d	hsa-miR-519d		-8.807071608	-8.807071608	-19.191953410565397	0.0007340480961395531	0.000833733640059739	0.260993500716498
hsa-miR-765	hsa-miR-765	hsa-miR-765		-8.786628346	-8.786628346	-19.147404422056198	0.000738450583230791	0.00083529656135942	0.25812168344954894
hsa-miR-617	hsa-miR-617	hsa-miR-617		-8.642602069	-8.642602069	-18.8335491792341	0.0007705278241516139	0.000868023181493247	0.23745007247210503
hsa-miR-375	hsa-miR-375	hsa-miR-375		-8.561313227000001	-8.561313227000001	-18.6564083839843	0.000789488644338243	0.0008857677473063211	0.22543411760519602
hsa-miR-658	hsa-miR-658	hsa-miR-658		-8.328676401000001	-8.328676401000001	-18.1494572287197	0.000847455182408643	0.0009469539690072279	0.18958306196238
hsa-miR-96	hsa-miR-96	hsa-miR-96		-8.234464638	-8.234464638	-17.9441554159604	0.00087261039257338	0.000971130920767149	0.174418765484562
hsa-miR-548c-3p	hsa-miR-548c-3p	hsa-miR-548c-3p		-8.010661475	-8.010661475	-17.456454160808597	0.0009366625097412199	0.0010340754107543099	0.136808271643931
hsa-miR-519e*	hsa-miR-519e*	hsa-miR-519e*		-7.980798791000001	-7.980798791000001	-17.391378813911	0.00094569677266803	0.0010398896783122599	0.131614094344057
hsa-miR-9*	hsa-miR-9*	hsa-miR-9*		-7.913822167999999	-7.913822167999999	-17.2454265285855	0.000966402298260333	0.0010584406123803698	0.11980847851540402
hsa-miR-596	hsa-miR-596	hsa-miR-596		-7.8485973179999995	-7.8485973179999995	-17.1032916240306	0.000987174142032399	0.0010769172458535302	0.108100336593432
hsa-miR-572	hsa-miR-572	hsa-miR-572		-7.634698806	-7.634698806	-16.6371741153273	0.0010597949466740599	0.00115158820977182	0.0681817942440306
hsa-miR-217	hsa-miR-217	hsa-miR-217		-7.555627664	-7.555627664	-16.4648660269037	0.0010885138297169802	0.0011781561451054301	0.052809296926795
hsa-miR-595	hsa-miR-595	hsa-miR-595		-2.237016143	-2.237016143	-4.87479965033329	0.023070552940237996	0.0244902792750219	-2.80624145774383
